timestamp,year,month,day_of_year,hour,shift,sensor_id,latitude,longitude,elevation_ft,weather_station_id,sensor_status,data_quality_flag,temperature_f,precipitation_in,humidity_pct,wind_speed_mph,barometric_pressure_inhg,slope_zone,slope_angle_deg,bench_height_ft,rock_type,rock_mass_rating,joint_spacing_ft,joint_orientation_deg,depth_to_water_ft,pore_pressure_psi,blast_frequency_7days,distance_to_blast_ft,blast_magnitude_lbs,equipment_passes_per_shift,microseismic_events_daily,max_seismic_magnitude,displacement_rate_mm_per_day,cumulative_displacement_mm,tiltmeter_microradians,strain_gauge_microstrain,vibration_ppv_mm_per_s,rockfall_risk_score,rockfall_occurred,rockfall_size_category
2024-02-07 12:00:00,2024,2,38,12,NIGHT,SENSOR-031,-26.019375,141.69357,1831.94,WS-004,CALIBRATING,POOR,64.64,0.06,54.21,10.3,31.3,Zone B,35.73,69.7,SHALE,59,2.0,9.61,85.83,47.97,2,376.38,658.22,8,4,2.71,0.0772,7.2754,184.7139,94.9875,48.3104,20.27,0,NONE
2024-02-07 18:00:00,2024,2,38,18,DAY,SENSOR-039,-25.872526,140.409958,1742.0,WS-009,ACTIVE,GOOD,86.41,0.04,33.14,4.08,30.07,Zone C,40.86,66.13,SHALE,49,4.58,11.4,76.78,29.72,1,949.39,4894.2,9,2,2.68,0.0,0.0,142.1738,143.4558,33.2862,24.01,0,NONE
2024-02-08 00:00:00,2024,2,39,0,NIGHT,SENSOR-033,-25.48738,141.079324,1077.48,WS-005,ACTIVE,GOOD,57.97,0.05,31.08,3.22,30.26,Zone C,53.68,70.09,BASALT,57,2.13,9.76,181.39,41.33,2,662.58,4757.84,11,5,0.7,2.8877,29.8957,40.8247,45.5959,2.5911,25.97,0,NONE
2024-02-08 06:00:00,2024,2,39,6,SWING,SENSOR-043,-25.026861,140.111853,1142.18,WS-008,ACTIVE,FAIR,63.86,0.05,33.17,1.51,31.46,Zone E,50.27,38.54,SHALE,41,1.93,53.41,81.52,14.65,1,822.43,4046.16,8,2,1.08,2.0294,75.3026,351.7415,132.1333,39.3545,23.12,0,NONE
2024-02-08 12:00:00,2024,2,39,12,NIGHT,SENSOR-022,-25.69949,140.180838,1947.86,WS-009,MAINTENANCE,FAIR,53.42,0.95,45.51,2.66,29.08,Zone D,47.34,36.17,SANDSTONE,54,2.08,69.56,170.48,16.14,2,818.61,3682.53,7,2,0.92,3.9913,115.0989,317.8212,33.0607,49.3108,52.44,0,NONE
2024-02-08 18:00:00,2024,2,39,18,SWING,SENSOR-016,-25.786568,140.333575,1797.42,WS-010,CALIBRATING,GOOD,48.03,0.97,73.21,6.39,29.27,Zone D,40.19,30.9,GRANITE,54,2.97,55.76,149.52,43.45,1,866.38,1204.76,5,8,3.05,6.2101,533.3461,181.5034,186.3908,4.2157,70.53,0,NONE
2024-02-09 00:00:00,2024,2,40,0,SWING,SENSOR-031,-25.862375,141.735446,1432.12,WS-007,CALIBRATING,GOOD,76.85,0.02,88.0,9.17,29.76,Zone D,67.83,45.99,GRANITE,82,4.47,31.52,62.49,38.98,4,444.13,2494.07,9,3,2.6,5.362,460.7668,406.3117,78.736,26.6885,37.88,0,NONE
2024-02-09 06:00:00,2024,2,40,6,DAY,SENSOR-033,-26.281152,140.162948,1193.34,WS-010,ACTIVE,GOOD,67.89,0.08,87.04,17.58,29.59,Zone D,26.69,65.86,GRANITE,62,2.79,21.88,161.71,16.73,2,322.72,3403.57,11,1,2.17,0.8094,50.1411,45.8117,61.9966,49.0203,11.04,0,NONE
2024-02-09 12:00:00,2024,2,40,12,SWING,SENSOR-030,-26.089069,141.16429,1356.77,WS-001,ACTIVE,FAIR,41.09,0.06,39.86,4.68,30.17,Zone B,40.23,76.78,GRANITE,84,1.44,3.55,161.2,43.1,4,321.99,2568.27,11,7,3.47,2.0751,127.0625,147.0858,117.341,5.319,25.51,0,NONE
2024-02-09 18:00:00,2024,2,40,18,NIGHT,SENSOR-017,-25.975823,141.88138,1047.78,WS-006,MAINTENANCE,FAIR,60.11,0.56,51.13,4.4,30.44,Zone A,44.12,49.28,SANDSTONE,84,3.93,45.46,198.26,28.61,1,492.46,1206.06,8,5,3.39,0.5532,27.4706,471.2267,177.5107,26.2444,41.56,0,NONE
2024-02-10 00:00:00,2024,2,41,0,SWING,SENSOR-035,-25.921612,141.937629,1484.21,WS-007,ACTIVE,FAIR,68.32,0.09,33.82,5.95,30.23,Zone E,33.61,60.77,GRANITE,54,0.68,31.26,89.78,37.44,3,584.31,817.48,11,2,3.09,0.0,0.0,484.7828,145.652,46.3083,32.27,0,NONE
2024-02-10 06:00:00,2024,2,41,6,SWING,SENSOR-005,-26.232782,140.848744,1714.7,WS-004,ACTIVE,GOOD,64.4,0.3,66.23,1.94,29.23,Zone A,68.47,36.53,SHALE,52,0.62,19.96,167.07,18.05,1,108.97,881.45,12,2,3.63,3.4606,184.8802,424.3003,161.8256,25.9155,32.98,0,NONE
2024-02-10 12:00:00,2024,2,41,12,DAY,SENSOR-049,-25.890759,141.803262,1926.19,WS-002,CALIBRATING,GOOD,58.63,0.18,30.55,9.59,30.32,Zone C,64.97,53.0,GRANITE,66,1.35,72.45,195.1,20.74,1,603.22,2762.53,6,2,1.84,1.2437,101.1488,265.6971,121.2743,1.4163,23.6,0,NONE
2024-02-10 18:00:00,2024,2,41,18,DAY,SENSOR-021,-26.287612,141.394026,1560.12,WS-001,ACTIVE,GOOD,69.65,0.02,53.19,2.16,29.86,Zone C,28.53,74.06,SHALE,34,3.68,82.8,90.6,24.82,4,702.24,2346.37,10,1,1.26,1.0303,98.8721,397.3517,96.2522,15.7814,13.32,0,NONE
2024-02-11 00:00:00,2024,2,42,0,DAY,SENSOR-016,-26.74187,141.073718,1936.57,WS-009,CALIBRATING,POOR,66.58,0.01,48.5,11.27,29.53,Zone B,26.64,35.09,LIMESTONE,73,1.4,33.41,125.25,39.02,1,536.57,2933.72,13,5,3.73,5.4003,176.4799,349.5104,115.6155,35.2769,35.49,0,NONE
2024-02-11 06:00:00,2024,2,42,6,DAY,SENSOR-006,-26.010806,141.789495,1267.67,WS-010,CALIBRATING,POOR,88.72,0.16,54.64,4.38,30.07,Zone B,63.65,34.44,SHALE,81,1.94,16.05,85.91,26.72,2,366.56,3075.28,9,3,3.49,7.6832,310.5541,447.8199,153.79,17.268,35.47,0,NONE
2024-02-11 12:00:00,2024,2,42,12,SWING,SENSOR-010,-25.944841,141.310872,1233.19,WS-004,CALIBRATING,GOOD,44.96,0.56,81.86,9.86,29.37,Zone D,41.77,47.59,SANDSTONE,62,0.83,71.11,82.67,37.08,6,614.09,3854.29,9,2,2.34,2.3141,74.4466,410.8021,186.6851,27.7091,40.52,0,NONE
2024-02-11 18:00:00,2024,2,42,18,SWING,SENSOR-001,-26.820696,140.674718,1089.7,WS-008,ACTIVE,POOR,62.45,0.27,87.69,10.46,29.16,Zone B,67.01,47.23,GRANITE,39,3.03,84.94,50.57,19.52,2,613.17,4378.3,12,3,4.47,3.3643,166.1989,209.8682,64.6065,28.3361,50.07,0,SMALL
2024-02-12 00:00:00,2024,2,43,0,NIGHT,SENSOR-038,-25.188486,141.950174,1232.29,WS-005,CALIBRATING,GOOD,57.31,0.16,82.88,3.12,29.39,Zone D,44.34,44.36,SANDSTONE,74,2.54,89.04,58.21,24.2,4,944.85,4122.92,14,2,3.8,4.4918,160.8794,158.7169,85.711,16.5287,21.05,0,NONE
2024-02-12 06:00:00,2024,2,43,6,DAY,SENSOR-025,-26.133498,141.599384,1739.47,WS-008,ACTIVE,GOOD,61.46,0.06,55.58,4.33,30.46,Zone D,27.34,30.64,BASALT,77,2.65,11.78,85.33,47.3,6,829.99,1387.59,7,1,2.12,3.5601,204.3969,466.4568,26.9118,26.0648,33.32,0,NONE
2024-02-12 12:00:00,2024,2,43,12,NIGHT,SENSOR-037,-25.801978,140.143471,1226.76,WS-005,ACTIVE,GOOD,59.67,0.06,85.89,2.12,30.47,Zone D,37.38,75.48,SANDSTONE,68,0.82,81.81,193.66,13.11,3,620.26,4810.91,10,3,2.98,0.0,0.0,176.7093,172.6258,22.2992,18.94,0,NONE
2024-02-12 18:00:00,2024,2,43,18,DAY,SENSOR-037,-25.98003,140.921165,1900.76,WS-001,MAINTENANCE,FAIR,56.45,0.02,85.8,2.33,30.4,Zone C,61.3,30.18,LIMESTONE,49,2.4,20.67,79.94,11.51,2,307.88,4108.61,14,3,2.16,2.8499,81.3075,489.1483,48.1073,11.5526,10.98,0,NONE
2024-02-13 00:00:00,2024,2,44,0,SWING,SENSOR-023,-26.920885,140.806078,1649.15,WS-004,ACTIVE,POOR,69.8,0.1,71.88,1.93,29.61,Zone C,44.22,36.44,SCHIST,86,2.64,28.55,164.95,29.92,4,609.69,3934.83,6,2,4.03,1.5726,74.0298,19.8596,153.0182,24.2149,20.16,0,NONE
2024-02-13 06:00:00,2024,2,44,6,SWING,SENSOR-050,-26.275637,141.320939,1470.82,WS-003,ACTIVE,GOOD,54.33,0.18,41.94,4.17,29.86,Zone C,49.6,51.8,SHALE,74,4.23,69.41,55.82,17.77,5,523.64,1208.17,7,6,0.83,4.847,343.926,464.9688,120.1501,33.6848,26.49,0,NONE
2024-02-13 12:00:00,2024,2,44,12,DAY,SENSOR-038,-25.388188,140.559348,1191.52,WS-006,ACTIVE,GOOD,53.81,0.03,60.26,3.45,29.83,Zone C,41.04,67.38,SANDSTONE,63,4.18,86.36,168.9,34.15,1,985.89,2225.67,6,3,1.64,2.2296,189.0992,297.0314,121.4859,22.8408,20.08,0,NONE
2024-02-13 18:00:00,2024,2,44,18,SWING,SENSOR-027,-26.959318,140.410374,1487.08,WS-003,ACTIVE,GOOD,62.41,0.13,82.7,7.7,29.91,Zone E,47.07,35.99,SANDSTONE,78,1.61,80.97,186.62,47.73,3,640.86,654.34,10,2,1.23,0.0,0.0,188.8733,92.1631,31.5354,14.01,0,NONE
2024-02-14 00:00:00,2024,2,45,0,SWING,SENSOR-033,-25.692012,141.23717,1309.85,WS-005,ACTIVE,GOOD,97.83,0.0,35.15,4.61,30.03,Zone D,30.72,47.84,SANDSTONE,65,4.26,3.93,85.49,45.59,0,281.26,4815.61,11,4,0.77,0.9564,57.4837,23.8138,56.5016,44.1928,35.05,0,NONE
2024-02-14 06:00:00,2024,2,45,6,SWING,SENSOR-022,-26.755037,141.068072,1879.46,WS-002,CALIBRATING,GOOD,74.89,0.24,54.6,13.43,29.84,Zone B,39.6,77.26,LIMESTONE,46,2.57,60.42,74.33,29.46,4,951.2,1096.58,13,3,4.23,5.1154,289.2297,362.7802,153.2246,11.7339,35.78,0,NONE
2024-02-14 12:00:00,2024,2,45,12,SWING,SENSOR-047,-25.540222,140.821866,1629.22,WS-007,MAINTENANCE,GOOD,36.05,0.09,71.96,4.14,29.08,Zone A,35.88,54.15,SHALE,83,2.2,67.48,64.52,29.04,4,468.6,4010.38,13,3,4.19,2.9014,261.4729,300.3584,82.1856,25.5948,24.38,0,NONE
2024-02-14 18:00:00,2024,2,45,18,DAY,SENSOR-017,-25.963201,140.225218,1933.99,WS-009,ACTIVE,FAIR,62.77,0.01,41.01,7.17,29.06,Zone C,60.76,52.82,SCHIST,40,1.7,45.82,72.12,34.47,6,372.05,4527.88,9,1,2.27,0.0,0.0,32.5739,113.3368,17.5891,14.06,0,NONE
2024-02-15 00:00:00,2024,2,46,0,SWING,SENSOR-044,-25.662907,141.725542,1162.9,WS-005,MAINTENANCE,FAIR,37.95,0.0,78.74,6.25,29.81,Zone C,65.68,46.03,GRANITE,63,0.73,3.95,158.06,27.78,1,702.96,501.81,13,1,1.27,2.4551,205.6133,199.2558,102.1232,18.3948,7.52,0,NONE
2024-02-15 06:00:00,2024,2,46,6,SWING,SENSOR-015,-26.892847,140.280998,1622.55,WS-008,ACTIVE,POOR,73.69,0.08,42.47,11.4,29.04,Zone E,67.68,72.12,SANDSTONE,73,0.85,9.55,123.92,16.43,3,675.45,1080.66,9,2,4.05,3.4532,306.4728,29.887,183.6082,41.8167,33.67,0,NONE
2024-02-15 12:00:00,2024,2,46,12,SWING,SENSOR-015,-25.594267,140.13602,1193.79,WS-002,CALIBRATING,GOOD,54.05,0.39,42.87,1.59,30.07,Zone D,34.69,73.08,GRANITE,86,2.83,31.71,85.11,11.99,4,724.48,2701.95,10,3,2.32,6.2251,99.4558,240.6846,144.2621,47.0914,57.1,0,NONE
2024-02-15 18:00:00,2024,2,46,18,DAY,SENSOR-003,-26.03973,140.746415,1493.25,WS-005,CALIBRATING,GOOD,93.69,0.19,64.75,0.92,30.07,Zone A,53.5,34.97,LIMESTONE,66,1.04,7.08,129.1,26.11,2,257.31,4941.95,11,4,1.8,0.0,0.0,56.4221,195.4155,15.0267,3.13,0,NONE
2024-02-16 00:00:00,2024,2,47,0,SWING,SENSOR-009,-26.272777,140.433629,1669.61,WS-007,CALIBRATING,GOOD,75.09,1.03,88.24,6.59,29.32,Zone E,45.1,42.71,SHALE,79,2.68,48.91,95.71,17.27,2,721.07,2256.69,9,5,1.97,6.5789,162.0038,59.3038,68.83,33.523,59.97,0,MEDIUM
2024-02-16 06:00:00,2024,2,47,6,SWING,SENSOR-047,-25.710487,140.679321,1707.95,WS-003,CALIBRATING,GOOD,54.53,0.19,63.45,6.04,29.51,Zone D,49.14,51.86,BASALT,46,3.22,78.42,199.84,34.31,2,531.51,2152.75,15,2,1.99,2.8715,100.974,197.9319,168.9578,32.8886,41.86,0,NONE
2024-02-16 12:00:00,2024,2,47,12,NIGHT,SENSOR-018,-26.723509,140.878931,1496.32,WS-001,ACTIVE,GOOD,62.72,0.04,54.22,9.6,30.17,Zone D,51.97,70.37,SHALE,36,2.29,30.32,135.42,44.44,1,865.29,1457.83,12,2,3.83,5.2671,288.3463,71.2936,34.6588,28.2841,30.83,0,NONE
2024-02-16 18:00:00,2024,2,47,18,DAY,SENSOR-024,-26.429511,140.478422,1786.98,WS-002,ACTIVE,POOR,68.81,0.17,33.38,2.91,31.37,Zone C,57.79,47.74,GRANITE,66,3.13,49.29,146.07,20.38,1,302.12,2750.89,13,1,2.12,0.0,0.0,202.9041,46.4559,3.9996,17.85,0,NONE
2024-02-17 00:00:00,2024,2,48,0,NIGHT,SENSOR-018,-25.984205,141.057168,1810.6,WS-004,ACTIVE,FAIR,52.81,0.02,74.13,15.59,30.09,Zone A,47.51,74.7,SCHIST,85,0.75,73.86,55.65,24.69,3,251.74,3113.59,12,4,2.08,5.4656,400.9282,10.6294,32.8303,27.1932,38.46,0,NONE
2024-02-17 06:00:00,2024,2,48,6,DAY,SENSOR-042,-25.839543,141.80807,1320.18,WS-010,ACTIVE,GOOD,79.08,0.02,70.22,2.25,29.17,Zone C,34.5,45.66,LIMESTONE,40,4.56,35.75,86.79,27.94,5,241.51,3607.8,10,3,4.06,5.1678,140.9839,225.8129,181.2237,37.7828,16.75,0,NONE
2024-02-17 12:00:00,2024,2,48,12,DAY,SENSOR-037,-26.123403,140.525387,1164.72,WS-004,ACTIVE,POOR,64.35,0.24,71.35,1.9,29.95,Zone B,51.63,33.61,BASALT,38,0.83,73.11,162.86,40.13,4,659.32,4000.45,10,2,1.61,4.9764,328.9318,324.973,141.6322,43.6774,47.43,0,NONE
2024-02-17 18:00:00,2024,2,48,18,DAY,SENSOR-015,-25.124899,141.059751,1614.9,WS-006,ACTIVE,POOR,73.97,0.01,58.95,5.94,29.78,Zone A,39.03,45.31,SANDSTONE,80,0.83,79.3,88.5,33.72,5,997.01,3878.56,11,1,0.7,7.2606,562.248,25.2179,115.2944,38.3396,19.77,0,NONE
2024-02-18 00:00:00,2024,2,49,0,DAY,SENSOR-009,-25.193899,140.279441,1096.13,WS-009,ACTIVE,GOOD,76.58,0.14,55.47,5.57,30.29,Zone A,31.35,30.04,SCHIST,78,0.89,57.05,187.19,18.35,2,247.54,3811.79,8,2,2.9,0.9942,98.1264,93.924,150.9112,15.8294,12.65,0,NONE
2024-02-18 06:00:00,2024,2,49,6,DAY,SENSOR-009,-25.681154,141.249401,1282.54,WS-001,ACTIVE,GOOD,52.45,0.28,52.68,3.19,29.94,Zone E,56.89,42.45,SANDSTONE,49,2.0,2.32,101.16,42.13,3,891.28,558.55,17,5,1.87,6.0361,202.7114,462.867,14.6343,29.4898,43.91,0,NONE
2024-02-18 12:00:00,2024,2,49,12,DAY,SENSOR-012,-25.56108,141.709137,1256.95,WS-005,ACTIVE,GOOD,54.24,0.01,31.25,4.29,29.18,Zone D,48.22,42.67,BASALT,86,4.58,51.01,103.16,25.25,5,604.63,927.75,7,3,1.32,1.6753,16.8615,439.5146,40.0744,23.3274,34.43,0,NONE
2024-02-18 18:00:00,2024,2,49,18,DAY,SENSOR-048,-25.335675,140.988023,1118.46,WS-002,CALIBRATING,FAIR,84.73,0.1,30.82,4.87,30.41,Zone C,38.31,54.78,BASALT,55,2.35,20.82,70.46,17.87,1,108.28,3322.66,7,0,1.93,0.867,42.9666,14.1412,169.4495,2.5677,14.78,0,NONE
2024-02-19 00:00:00,2024,2,50,0,SWING,SENSOR-007,-25.224365,140.209321,1822.65,WS-008,MAINTENANCE,GOOD,64.05,0.08,42.6,3.46,29.47,Zone E,31.77,55.18,GRANITE,78,2.49,44.16,177.32,38.24,4,342.21,4114.1,6,1,2.08,5.62,251.9696,251.1859,177.3236,21.2326,18.85,0,NONE
2024-02-19 06:00:00,2024,2,50,6,SWING,SENSOR-043,-25.454955,140.337667,1821.8,WS-009,ACTIVE,FAIR,74.88,0.2,76.16,4.0,29.31,Zone A,30.49,55.49,GRANITE,65,2.12,42.78,104.53,35.64,3,662.45,3779.92,16,2,4.3,1.6227,76.2438,40.9987,124.5726,3.7995,9.02,0,NONE
2024-02-19 12:00:00,2024,2,50,12,NIGHT,SENSOR-026,-26.450209,140.0656,1420.34,WS-007,ACTIVE,FAIR,100.88,0.0,83.71,3.2,29.4,Zone D,65.76,55.81,GRANITE,39,4.65,68.17,159.76,38.37,1,719.46,1488.75,9,2,3.64,2.0032,26.9894,232.0983,160.5161,42.0925,10.15,0,NONE
2024-02-19 18:00:00,2024,2,50,18,DAY,SENSOR-021,-25.154855,141.136944,1363.73,WS-010,ACTIVE,GOOD,79.38,0.72,75.39,8.67,29.38,Zone B,62.77,52.41,SANDSTONE,68,1.5,60.94,165.84,28.93,6,307.08,2327.37,13,3,2.6,2.0961,72.4907,404.9874,77.1607,32.4683,43.64,0,NONE
2024-02-20 00:00:00,2024,2,51,0,SWING,SENSOR-041,-26.098027,140.201506,1707.52,WS-010,MAINTENANCE,GOOD,78.95,0.12,31.87,4.88,29.84,Zone D,56.19,70.07,BASALT,53,2.01,21.1,122.1,32.07,3,969.09,566.85,10,3,2.3,2.3313,227.47,289.6256,92.7619,21.3275,31.35,0,NONE
2024-02-20 06:00:00,2024,2,51,6,SWING,SENSOR-019,-26.788973,141.366139,1660.73,WS-008,MAINTENANCE,POOR,82.74,0.02,87.04,1.97,29.79,Zone D,51.31,70.81,GRANITE,89,2.25,4.27,170.18,34.18,4,374.69,4881.84,12,2,1.62,0.0,0.0,368.2405,56.0149,9.4138,34.9,0,NONE
2024-02-20 12:00:00,2024,2,51,12,SWING,SENSOR-008,-25.782857,141.941809,1373.61,WS-009,ACTIVE,FAIR,59.51,0.15,70.89,7.16,30.14,Zone D,49.25,44.39,LIMESTONE,37,3.67,58.04,106.09,48.04,0,373.35,4644.81,8,0,2.64,1.9369,68.7528,413.6629,29.5979,47.208,13.44,0,NONE
2024-02-20 18:00:00,2024,2,51,18,NIGHT,SENSOR-022,-26.273622,140.104537,1685.54,WS-008,CALIBRATING,FAIR,55.57,0.05,56.17,0.54,30.17,Zone A,46.89,44.92,SANDSTONE,68,1.8,21.24,159.58,11.61,1,237.65,810.46,6,2,4.24,6.3112,508.0279,264.8785,79.3154,43.7962,33.1,0,NONE
2024-02-21 00:00:00,2024,2,52,0,NIGHT,SENSOR-021,-26.245496,141.328148,1255.09,WS-005,ACTIVE,GOOD,59.29,0.1,37.62,4.85,29.75,Zone D,32.83,68.04,GRANITE,30,3.01,34.15,125.98,32.51,4,187.86,4540.08,8,4,1.94,1.5338,108.8371,71.6431,121.973,26.7319,40.24,0,NONE
2024-02-21 06:00:00,2024,2,52,6,DAY,SENSOR-006,-26.176505,140.6659,1669.41,WS-002,CALIBRATING,GOOD,71.47,0.66,42.97,10.2,30.45,Zone C,36.33,79.05,LIMESTONE,66,4.07,7.7,77.52,40.34,0,835.19,562.77,11,3,2.95,8.661,704.5136,351.0554,75.0703,6.2902,50.19,1,MEDIUM
2024-02-21 12:00:00,2024,2,52,12,DAY,SENSOR-038,-25.305407,140.882549,1017.96,WS-009,MAINTENANCE,GOOD,59.47,0.09,34.47,8.43,30.21,Zone A,52.8,62.22,SHALE,31,4.23,70.94,88.86,38.35,1,281.02,1303.83,8,1,2.53,1.5534,74.5938,243.6094,61.4282,2.4294,12.65,0,NONE
2024-02-21 18:00:00,2024,2,52,18,NIGHT,SENSOR-043,-26.869998,141.650617,1125.94,WS-007,ACTIVE,GOOD,50.3,0.06,84.19,7.77,30.75,Zone E,52.88,70.15,SANDSTONE,55,4.04,41.62,191.14,29.45,4,520.98,4856.33,11,2,0.7,1.8447,160.8564,427.6951,114.1962,10.6684,26.56,0,NONE
2024-02-22 00:00:00,2024,2,53,0,NIGHT,SENSOR-007,-25.472779,140.894665,1789.86,WS-010,MAINTENANCE,GOOD,60.95,0.07,67.1,1.71,29.81,Zone B,42.86,67.18,SCHIST,64,2.25,15.37,84.03,33.02,2,696.62,4336.42,7,1,4.4,2.9715,247.0562,173.2885,123.0588,5.4196,28.82,0,NONE
2024-02-22 06:00:00,2024,2,53,6,NIGHT,SENSOR-015,-26.516988,141.019446,1379.96,WS-002,ACTIVE,POOR,43.42,0.0,56.91,4.63,29.59,Zone C,31.01,32.4,GRANITE,76,3.07,68.46,72.48,32.87,2,217.31,1891.71,8,5,1.3,2.7436,138.5313,297.9746,22.1683,43.2593,8.19,0,NONE
2024-02-22 12:00:00,2024,2,53,12,NIGHT,SENSOR-037,-25.621782,141.130145,1858.67,WS-004,CALIBRATING,POOR,50.33,0.02,37.05,13.63,29.55,Zone E,56.27,52.08,BASALT,86,1.14,57.86,107.3,48.27,6,493.1,2840.81,8,1,1.38,0.3482,16.4547,148.1491,94.2839,9.384,4.31,0,NONE
2024-02-22 18:00:00,2024,2,53,18,SWING,SENSOR-042,-25.558827,141.531527,1091.48,WS-009,ACTIVE,POOR,67.16,0.27,60.83,5.06,30.16,Zone C,31.08,53.43,GRANITE,86,1.34,88.02,199.14,32.22,2,378.39,1762.86,20,1,3.43,1.5833,152.093,10.201,123.2747,45.8812,29.15,0,NONE
2024-02-23 00:00:00,2024,2,54,0,DAY,SENSOR-018,-26.686474,140.852812,1537.42,WS-005,ACTIVE,GOOD,62.55,0.06,31.35,10.22,30.26,Zone A,53.58,75.48,LIMESTONE,31,3.01,70.86,131.2,22.96,4,706.77,4119.18,12,3,2.55,3.0765,119.1783,403.4923,80.9936,20.018,12.04,0,NONE
2024-02-23 06:00:00,2024,2,54,6,DAY,SENSOR-037,-26.658939,141.794838,1656.15,WS-007,ACTIVE,GOOD,86.09,0.18,82.91,7.08,30.33,Zone A,65.5,52.41,GRANITE,46,2.27,34.9,93.03,20.74,2,255.54,2050.28,4,2,3.57,2.5777,119.8768,443.6575,52.0902,23.7138,39.81,0,NONE
2024-02-23 12:00:00,2024,2,54,12,SWING,SENSOR-034,-25.914317,141.059289,1347.77,WS-004,CALIBRATING,FAIR,77.3,0.13,61.23,4.72,30.75,Zone D,63.76,37.73,SANDSTONE,57,2.34,61.87,87.48,35.61,4,309.75,4776.71,18,1,0.56,5.8848,507.6301,88.939,199.2424,9.82,26.84,0,NONE
2024-02-23 18:00:00,2024,2,54,18,DAY,SENSOR-024,-25.399272,140.914048,1606.51,WS-005,ACTIVE,POOR,40.68,0.17,66.26,3.36,29.1,Zone E,36.93,56.81,GRANITE,56,2.48,8.2,157.79,18.55,2,625.47,2171.59,9,2,1.31,1.1653,102.0882,86.3183,177.2802,22.2525,16.96,0,NONE
2024-02-24 00:00:00,2024,2,55,0,DAY,SENSOR-010,-26.879854,140.651007,1143.69,WS-003,MAINTENANCE,GOOD,64.89,0.02,72.6,2.44,29.68,Zone A,52.28,46.85,SANDSTONE,65,1.92,7.82,83.44,17.52,3,567.04,3225.92,18,1,2.38,0.4549,33.4964,290.9668,186.3011,41.5905,6.77,0,NONE
2024-02-24 06:00:00,2024,2,55,6,NIGHT,SENSOR-043,-25.671749,140.853184,1889.12,WS-007,CALIBRATING,POOR,77.75,0.03,80.71,7.63,30.27,Zone D,47.31,45.66,SHALE,75,1.49,34.97,179.86,38.98,2,355.69,1292.4,12,1,2.32,0.0,0.0,199.0711,196.5947,20.1635,33.03,1,NONE
2024-02-24 12:00:00,2024,2,55,12,NIGHT,SENSOR-014,-26.792321,140.247145,1101.03,WS-009,ACTIVE,GOOD,80.16,0.02,66.58,27.16,29.57,Zone D,68.1,72.73,GRANITE,43,1.97,18.89,123.78,10.78,4,812.76,1072.32,9,0,1.52,4.9673,242.7295,138.9906,115.6849,21.1591,18.77,0,NONE
2024-02-24 18:00:00,2024,2,55,18,NIGHT,SENSOR-044,-26.824454,141.336361,1895.81,WS-010,CALIBRATING,POOR,57.57,0.13,33.47,0.17,29.67,Zone C,43.16,36.85,GRANITE,60,1.07,42.9,164.54,20.33,6,210.62,1413.82,9,3,1.89,4.7443,413.7523,330.7644,144.7697,29.7229,24.18,0,NONE
2024-02-25 00:00:00,2024,2,56,0,DAY,SENSOR-026,-26.341989,140.782909,1262.11,WS-010,ACTIVE,GOOD,59.48,0.55,50.58,12.44,29.6,Zone B,67.46,32.09,SANDSTONE,60,3.13,82.82,57.37,32.94,3,759.21,4699.01,11,2,0.68,5.4567,117.0265,460.8558,99.3563,2.4208,59.41,0,NONE
2024-02-25 06:00:00,2024,2,56,6,DAY,SENSOR-049,-26.164002,141.131115,1649.08,WS-005,ACTIVE,GOOD,82.46,0.12,51.01,4.48,29.58,Zone A,34.64,59.26,GRANITE,56,0.65,28.77,171.56,37.59,3,345.22,4243.03,8,3,0.8,5.0464,280.1573,472.2451,79.3659,45.7166,12.22,0,NONE
2024-02-25 12:00:00,2024,2,56,12,NIGHT,SENSOR-048,-26.034211,141.028161,1829.18,WS-007,ACTIVE,GOOD,96.28,0.01,56.63,9.22,31.2,Zone D,52.68,71.4,BASALT,39,3.17,53.42,74.63,14.94,3,700.84,3242.5,11,4,4.07,4.0622,401.2557,200.7405,69.5402,23.6557,23.21,0,NONE
2024-02-25 18:00:00,2024,2,56,18,SWING,SENSOR-015,-25.710187,141.702969,1609.2,WS-009,MAINTENANCE,GOOD,42.16,0.04,81.19,8.26,28.53,Zone A,25.52,57.84,SHALE,69,3.16,66.27,135.7,12.67,2,171.68,2433.21,10,3,3.38,5.2017,180.5461,325.4476,73.2355,37.9888,42.8,0,NONE
2024-02-26 00:00:00,2024,2,57,0,SWING,SENSOR-003,-26.407869,141.029859,1165.37,WS-007,ACTIVE,FAIR,56.05,0.12,88.66,5.51,30.35,Zone A,44.62,61.5,SANDSTONE,50,1.86,52.04,124.72,33.18,2,147.05,1640.56,4,5,3.75,4.6629,204.4409,29.0481,135.1991,14.3553,46.06,0,NONE
2024-02-26 06:00:00,2024,2,57,6,SWING,SENSOR-028,-25.333451,140.908541,1719.56,WS-010,CALIBRATING,FAIR,67.45,0.05,36.45,7.04,30.27,Zone C,31.54,45.81,GRANITE,88,1.66,41.05,54.5,25.89,5,383.51,3089.97,7,2,1.3,0.0,0.0,462.0245,172.0066,38.9693,4.58,0,NONE
